cost,name,classes,tribes,keywords,implementationStatus,occurrencesInApp,text
2,メイジももんじゃ,魔法使い,なし,召喚時,未実装疑い,0,召喚時：味方ヒーローがいる場合ヒャドを手札に加える
2,メイジキメラ,魔法使い,なし,,未実装疑い,0,自分が特技を使う度攻撃力+1
2,メドーサボール,共通,なし,シンクロ,未実装疑い,0,味方ヒーローのヒーロースキルが発動した後自分のデッキからシンクロを持つカードを1枚引く
2,メーダ,共通,なし,,未実装疑い,0,前列にいる場合両プレイヤーの特技カードのコスト+1
2,モコフル,共通,なし,召喚時,未実装疑い,0,召喚時:味方ユニット1体を封印する
2,ランドゲーロ,僧侶,なし,召喚時,未実装疑い,0,召喚時：前列に召喚した場合攻撃力が1になる。後列に召喚した場合HPが１になる。
2,ラーミア,共通,なし,召喚時,未実装疑い,0,召喚時:6つのオーブをデッキに混ぜ復活の準備に入る。 自分の場にオーブが全て揃った時ラーミアは復活しこの対戦に勝利する。
2,リップス,共通,なし,テンション,未実装疑い,1,敵リーダーにダメージを与えると敵リーダーのテンション-1
2,リンリン,僧侶,なし,死亡時,未実装疑い,0,死亡時：ランダムなコスト1のドラゴン系ユニット1体をこのマスに出す。スキルブースト：ユニットのコスト+1
2,ルイーダ,商人,冒険者,ターン終了,未実装疑い,0,自分のターン終了時ランダムな冒険者1枚を手札に加える
2,変貌のくものきょじん,商人,なし,召喚時,未実装疑い,0,召喚時：味方ユニット1体をランダムなコストが1高いランダムなユニットに変身させる
2,天啓のエビルドライブ,占い師,なし,召喚時,未実装疑い,0,召喚時:自分のデッキの一番上のカードのコストが偶数ならそのカードを引き、その後自分の手札から1枚選び自分のデッキに混ぜこのユニットの攻撃力+3
2,少年テリー,戦士,冒険者,召喚時/テンション,未実装疑い,0,召喚時：味方リーダーのテンションスキルをモンスターマスターに変える
2,悪鬼丸,魔剣士,ゾンビ,召喚時/テンション,未実装疑い,0,召喚時：味方リーダーのテンションスキルを死者の目覚めに変える
2,潮風のディーバ,共通,なし,,未実装疑い,0,他の全ての味方ユニットの攻撃力+1
2,破滅への導き,魔剣士,なし,,未実装疑い,0,味方ユニット1体を死亡させた後、自分のデッキからコスト6以上のユニットカードを2枚引く
2,船長,盗賊,ゾンビ,召喚時,未実装疑い,0,召喚時&手札から捨てた時:味方リーダーのHPを2回復する
2,あくましんかん,占い師,なし,死亡時/占い/におうだち,専用実装あり,4,占い：(1)「死亡時：この場所に復活する」を得る(2)におうだちHP+1
2,あくまのめだま,魔法使い,ゾンビ,召喚時/ねらい撃ち,専用実装あり,1,召喚時：次に場に出る魔王系の味方ユニットにねらい撃ちと攻撃力+1を付与する
2,あくまの書,魔法使い,なし,ターン終了/れんけい,専用実装あり,4,れんけい：自分の手札のコスト2以下のユニットカードを2枚選び、そのコピーを手札に加える。ターン終了時、この効果で加えたカードが手札にあれば破棄する。
2,あばれザル,武闘家,なし,死亡時/絶好調,汎用処理で一部対応の可能性,0,絶好調、死亡時：このユニットが絶好調状態ならカードを1枚引く
2,あばれ足鳥,占い師,なし,占い/速攻/貫通,汎用処理で一部対応の可能性,0,占い:(1)速攻と貫通を得る、(2)+1/+1
2,いっかくうさぎ,共通,なし,速攻,汎用処理で一部対応の可能性,0,速攻
2,おおがらす,魔剣士,なし,死亡時,汎用処理で一部対応の可能性,0,死亡時：カードを1枚引く
2,おおきづち,共通,なし,テンション,専用実装あり,1,テンションリンク：このターン中攻撃力+2
2,おおにわとり,武闘家,なし,召喚時,専用実装あり,1,召喚時：ランダムなコスト2以下の味方建物1つの耐久値+1、味方建物がないなら自分のデッキからコスト2以下の建物カードを1枚引く
2,おおめだま,共通,なし,召喚時/ステルス,汎用処理で一部対応の可能性,0,召喚時:全てのユニットのステルスを解除する。解除した数分+1/+2を得る。
2,おおドラキー,僧侶,なし,召喚時/ねらい撃ち,汎用処理で一部対応の可能性,0,ねらい撃ち、召喚時：味方ヒーローがいる場合2/1のドラキーを1体出す
2,おにびドングリ,魔剣士,なし,召喚時,専用実装あり,1,召喚時:このターン中ユニットが死亡しているなら魔力開放1枚を手札に加える
2,かくれんぼう,共通,なし,れんけい/ステルス,専用実装あり,3,ステルス、れんけい：カードを1枚引く
2,きめんどうし,占い師,なし,召喚時,専用実装あり,3,召喚時：自分のデッキの上からカードを2枚見る。1枚をデッキの上に戻し残りをデッキの下に戻す。
2,きりかぶおばけ,僧侶,なし,召喚時/BET/GET,専用実装あり,4,召喚時：GET(1)。BET：1ターンに1回のみ、他のランダムな味方ユニットのHP+2。
2,くらやみハーピー,共通,なし,召喚時,専用実装あり,3,召喚時：ユニット1体のHPを攻撃力と同じ値にする
2,しましまキャット,商人,なし,召喚時/死亡時,汎用処理で一部対応の可能性,0,召喚時&死亡時：しあわせのたね1枚を手札に加える
2,たけやりへい,共通,なし,召喚時,専用実装あり,1,召喚時：このターン中ユニット1体の攻撃力+2
2,とうろうへい,戦士,なし,召喚時,専用実装あり,1,召喚時：このターン中味方リーダーの攻撃力+1
2,とさかヘビ,共通,ドラゴン,召喚時,専用実装あり,2,召喚時：自分のデッキの上からカード4枚を見る。ドラゴン系のカードを1枚選びそれを引く。残りをデッキの下に戻す。
2,とらおとこ,共通,なし,召喚時,汎用処理で一部対応の可能性,0,召喚時:地形マスに召喚された場合+1/+1
2,どくどくゾンビ,共通,ゾンビ,召喚時,汎用処理で一部対応の可能性,0,召喚時：ゾンビ系の味方ユニット1体を+1/+1
2,どくろあらい,武闘家,なし,,専用実装あり,1,攻撃対象が敵リーダーの場合このターン中攻撃力+2
2,はえおとこ,共通,なし,死亡時/テンション,汎用処理で一部対応の可能性,0,死亡時：相手リーダーのテンション+1
2,ぷちメタル,商人,スライム,ターン終了/BET/GET/速攻/メタルボディ,専用実装あり,8,メタルボディ、BET:1ターンに1回のみ攻撃力+1と速攻を得る、自分のターン終了時GET(1)、この効果は一度しか発動しない
2,ほしふるうでわ,武闘家,なし,速攻,汎用処理で一部対応の可能性,0,ユニット1体に「攻撃力が4以下の間速攻と2回攻撃を得る」を付与する
2,まおうのかめん,共通,なし,召喚時/ステルス,汎用処理で一部対応の可能性,0,このカードは場と手札にある間魔王系としても扱う。 召喚時:自分の手札に魔王系カードがあるならステルスを得る
2,まおうのたまご,共通,スライム,死亡時,汎用処理で一部対応の可能性,0,死亡時：自分のデッキから本来のコストが5以上の魔王系のユニットカードをランダムに1枚手札に加える
2,まどうし,魔法使い,なし,攻撃時,専用実装あり,1,攻撃時：このターン中特技ダメージ+1を得る
2,むつでエビ,共通,なし,召喚時/におうだち,専用実装あり,2,召喚時:相手の手札が3枚以下の場合HP+1とにおうだちを得る
2,もりもりベス,武闘家,スライム,れんけい/選択,専用実装あり,2,れんけい：味方の1マスを選択し、2/1のスライムベスを1体出す。
2,やみのとうぞく,盗賊,なし,召喚時,専用実装あり,1,召喚時:相手のデッキのランダムなカードと同じカード1枚を手札に加える
2,よるのていおう,共通,なし,テンション,専用実装あり,1,テンションリンク：後列にいるランダムな敵ユニット1体を前列のランダムな空きマスに移動させる
2,わたぼう,共通,なし,,専用実装あり,3,ターンを終了したプレイヤーはカードを1枚引く
2,わらいぶくろ,共通,なし,召喚時,汎用処理で一部対応の可能性,0,召喚時：カードを1枚引く
2,アルゴリザード,戦士,ドラゴン,れんけい/速攻,専用実装あり,4,速攻、れんけい：敵ユニット1体に2ダメージ
2,イエローシックル,共通,なし,,専用実装あり,1,正面にいるユニットと戦闘をする場合このターン中攻撃力+2
2,インプ,占い師,なし,召喚時/BET/GET,専用実装あり,6,召喚時：GET(1)。BET：デッキの一番上が偶数コストなら敵リーダーに2ダメージ。このユニットへのBETは1ターン1回
2,エビルスピリッツ,戦士,ゾンビ,ステルス,汎用処理で一部対応の可能性,0,ステルス、このユニットの攻撃は味方リーダーの攻撃としても扱う
2,エビルポット,共通,なし,死亡時/おうえん,専用実装あり,1,熟練度(0)、おうえん、死亡時:自分のデッキの上7枚から熟練度を持つカードを1枚引く。残りをデッキの下に戻す。(2)攻撃力+1
2,エマ,盗賊,冒険者,召喚時/ターン終了/ステルス,汎用処理で一部対応の可能性,0,召喚時:次の相手のターン終了時までステルスを得る。味方リーダーが攻撃した後やくそうを手札に加え味方リーダーのMPを1回復
2,オコボルト,共通,なし,召喚時/パワフルバッジ/におうだち,汎用処理で一部対応の可能性,0,におうだち、召喚時：敵リーダーがパワフルバッジを持つ場合+2/+2
2,オーク,共通,なし,貫通,汎用処理で一部対応の可能性,0,貫通
2,カンダタこぶん,武闘家,なし,召喚時/BET/GET/テンション,専用実装あり,3,召喚時：GET(1)。BET：このターン中、次に使用するテンションカードのコストが0になる。
2,キラーG,戦士,なし,死亡時/貫通/ステルス,汎用処理で一部対応の可能性,0,貫通、ステルス、死亡時：味方建物があるならカードを1枚引く
2,キラーグース,占い師,なし,召喚時/おうえん,汎用処理で一部対応の可能性,0,おうえん、召喚時：相手は50%の確率でカードを1枚引く
2,キーファ,商人,冒険者,死亡時,汎用処理で一部対応の可能性,0,死亡時:自分がこのユニットに使った特技カード全てを自分の手札に加える。
2,ギズモ,戦士,なし,召喚時/BET/GET,汎用処理で一部対応の可能性,0,召喚時：GET(1) BET:正面にいる全ての敵ユニットに1ダメージ
2,クックルー,商人,なし,死亡時,汎用処理で一部対応の可能性,0,死亡時：道具カード1枚を手札に加える
2,クロウズ,占い師,冒険者,召喚時/攻撃時,専用実装あり,4,召喚時:味方リーダーは必中モードになる。攻撃時:デッキの1番上のカードを見てデッキの一番下に移動させることができる。
2,グリズリー,武闘家,なし,召喚時/テンション,専用実装あり,2,召喚時:味方リーダーのテンションの数以下の攻撃力を持つ前列の味方ユニット1体を相手の手札に戻す。
2,ケダモン,商人,なし,召喚時/速攻,専用実装あり,2,速攻、召喚時:このターン中味方リーダーが攻撃力+1を得る
2,サイおとこ,共通,なし,におうだち,汎用処理で一部対応の可能性,0,におうだち
2,サタンパピー,魔剣士,なし,召喚時,専用実装あり,2,召喚時:このターン中ユニットが死亡しているなら敵ユニット1体を-2/-2
2,ザイル,盗賊,なし,死亡時,汎用処理で一部対応の可能性,0,死亡時&手札から捨てた時:はるかぜのフルートを1枚手札に加える
2,シールドこぞう,共通,なし,におうだち,汎用処理で一部対応の可能性,0,におうだち
2,ジュエルン,僧侶,なし,召喚時,汎用処理で一部対応の可能性,0,召喚時：自分のデッキからコスト3以下の建物カードを1枚引く。そのカードのコストを-1
2,スノーム,盗賊,スライム,召喚時/ステルス,汎用処理で一部対応の可能性,0,ステルス、召喚時：スノームを1体出す
2,スノーモン,魔法使い,なし,死亡時,専用実装あり,1,死亡時：敵のランダムな空きマスに氷塊を1つ出す
2,スピンサタン,占い師,なし,召喚時/占い,専用実装あり,2,召喚時:自分が次に使用する占いカードは発動する効果を選べる 味方リーダーが必中モードの場合手札のこのカードのコスト-1
2,スライムスノー,魔法使い,スライム,召喚時,汎用処理で一部対応の可能性,0,召喚時：自分のデッキにメラ系の特技カードが無いならこのユニットは特技ダメージ+1を得る。その後カードを1枚引く
2,ソードファントム,商人,ゾンビ,死亡時/シンクロ/ステルス,汎用処理で一部対応の可能性,0,シンクロ:①ステルス、②死亡時:全てのユニットに1ダメージ、③攻撃力+2
2,タイプG,商人,なし,貫通/ねらい撃ち,汎用処理で一部対応の可能性,0,スキルブースト:+1/+1、自身の攻撃力にあわせて場にいる間、以下の効果を得る。 攻撃力3以上:貫通、攻撃力5以上:ねらい撃ち、攻撃力10以上:2回攻撃
2,ダンスニードル,戦士,なし,貫通,汎用処理で一部対応の可能性,0,貫通、貫通を持つ他の全ての味方ユニットの攻撃力+1
2,ダークプラネット,共通,なし,選択,専用実装あり,2,選択：・ダンジョンではない敵建物１つの耐久値を2にする。・ダンジョンではない敵建物1つの耐久値を-2
2,ダークホビット,共通,なし,におうだち,汎用処理で一部対応の可能性,0,熟練度(0)、(3)におうだち+1/+1
2,チャゴス王子,僧侶,冒険者,召喚時/BET/GET/選択/速攻,専用実装あり,6,召喚時：GET(1)。BET：速攻を得る。このユニットが攻撃対象として選択された時、手札に戻る
2,チョコタワー,共通,スライム,召喚時,汎用処理で一部対応の可能性,0,召喚時：自分の手札から1枚選んで捨てた後カードを1枚引く
2,デスフラッター,魔法使い,なし,召喚時,専用実装あり,2,召喚時：自分のデッキの上からカード4枚を見る。ユニットカード以外のカードを1枚選び、それを引く。残りをデッキの下に戻す
2,デッドペッカー,共通,なし,速攻/絶好調,汎用処理で一部対応の可能性,0,絶好調、速攻、このユニットが絶好調状態なら攻撃力+1を得る
2,デビルパピヨン,魔剣士,なし,召喚時/BET/GET,専用実装あり,3,召喚時：GET(1)。BET：ランダムな敵ユニット1体を毒にする
2,トンネラー,共通,なし,れんけい/におうだち,汎用処理で一部対応の可能性,1,におうだち、れんけい：+1/+1
2,ドロヌーバ,共通,なし,ステルス,汎用処理で一部対応の可能性,0,ステルス
2,ニセたいこう,戦士,なし,召喚時/におうだち,専用実装あり,1,召喚時：次に場に出る魔王系の味方ユニットににおうだちを付与する
2,ヒートギズモ,魔剣士,なし,召喚時/テンション,汎用処理で一部対応の可能性,0,前列召喚時：正面にいる敵ユニットに2ダメージ、後列召喚時：味方リーダーのテンション+1
2,ピクシー,共通,なし,ねらい撃ち,汎用処理で一部対応の可能性,0,ねらい撃ち
2,ピサロのてさき,魔剣士,なし,死亡時/絶好調,専用実装あり,2,絶好調、死亡時：このユニットが絶好調状態ならこの場所にピサロナイトを出す
2,フーセンドラゴン,僧侶,ドラゴン,におうだち,汎用処理で一部対応の可能性,1,におうだち
2,ブラックマンティス,僧侶,なし,召喚時/におうだち,汎用処理で一部対応の可能性,0,におうだち、召喚時：敵ユニット1体の攻撃力-1
2,プテラノドン,共通,なし,死亡時,汎用処理で一部対応の可能性,0,死亡時：自分のデッキからコストが4以下の冒険者カードをランダムに1枚手札に加える
2,プヨンターゲット,占い師,なし,におうだち,汎用処理で一部対応の可能性,2,におうだち
2,プラズママウス,武闘家,なし,速攻,汎用処理で一部対応の可能性,0,味方ヒーローがいる場合速攻を得る
2,ヘルコンドル,共通,なし,ねらい撃ち,汎用処理で一部対応の可能性,0,ねらい撃ち
2,ベビーパンサー,共通,なし,おうえん,汎用処理で一部対応の可能性,0,おうえん
2,ベホイミスライム,共通,スライム,死亡時/BET/GET,専用実装あり,5,死亡時：GET(1)、BET：1ターンに1回のみ味方リーダーのHPを2回復
2,ホイミスライム,共通,スライム,ターン終了,専用実装あり,6,自分のターン終了時ダメージを受けている他の味方1体のHPを2回復
2,ボックススライム,魔法使い,スライム,召喚時/BET/GET/テンション,専用実装あり,2,召喚時：GET(1)、BET：以下の効果からランダムに1つ発動する。(1):カードを1枚引く、(2):HP+1、(3):味方リーダーのテンション+1
2,ポンポコだぬき,共通,なし,死亡時/テンション,汎用処理で一部対応の可能性,0,死亡時：味方リーダーのテンション+1
2,マジックフライ,魔法使い,なし,死亡時,汎用処理で一部対応の可能性,0,死亡時：自分のデッキから特技カードを1枚引く
2,マッドプラント,武闘家,なし,召喚時/ステルス,汎用処理で一部対応の可能性,0,召喚時：味方ユニット1体を次の相手のターン中ステルスにする
2,マヒャドフライ,共通,なし,,専用実装あり,1,敵リーダーにダメージを与えた時相手の手札にうまのふんを加える。
2,メイジバピラス,占い師,ドラゴン,占い/絶好調,専用実装あり,3,絶好調、絶好調状態の味方ユニットが攻撃する度自分のデッキから占いカードを1枚引く
2,メソコボルト,共通,なし,召喚時/におうだち,汎用処理で一部対応の可能性,0,召喚時：ユニット1体ににおうだちを付与する
2,メタッピー,戦士,なし,テンション,専用実装あり,1,テンションリンク：このターン中味方リーダーが受けるダメージ-3
2,メタルスライム,共通,スライム,メタルボディ,汎用処理で一部対応の可能性,0,メタルボディ
2,モコモコじゅう,共通,なし,速攻,汎用処理で一部対応の可能性,0,速攻
2,ラグアス王子,占い師,冒険者,召喚時/攻撃時/おうえん,専用実装あり,4,おうえん、召喚時&攻撃時：相手のデッキの1番上のカードを見てデッキの一番下に移動させることができる
2,リカントマムル,武闘家,なし,召喚時/死亡時,汎用処理で一部対応の可能性,0,召喚時&死亡時：武術カード1枚を手札に加える
2,リザードキッズ,共通,ドラゴン,攻撃時,専用実装あり,3,攻撃時：このターン中攻撃力-3。
2,リザードフライ,共通,ドラゴン,召喚時,専用実装あり,3,召喚時:味方ユニット1体を1マス下に移動させる。
2,ルーキー,魔法使い,スライム,召喚時/おうえん,汎用処理で一部対応の可能性,0,おうえん、召喚時：自分のデッキからコスト5以上のランダムなユニットカードを1枚引く
2,卑劣などくやずきん,魔剣士,なし,召喚時,専用実装あり,4,召喚時：敵1体に1ダメージ。対象が毒なら3ダメージ
2,大魔女バーバラ,魔法使い,冒険者,召喚時,専用実装あり,2,召喚時：敵1体にこのターン中使った特技カードのコスト分のダメージ 対象が敵リーダーの場合は半分のダメージになる。
2,怪盗ポイックリン,盗賊,冒険者,召喚時/ステルス,専用実装あり,8,ステルス、召喚時：相手の手札のカードと同じカードをランダムに1枚手札に加える。その後、自分の手札から1枚選んで捨てる。
2,救援のドラキー,戦士,なし,選択,専用実装あり,2,選択：・2/1のこんぼう1枚を手札に加える。・このターン中味方リーダーが受けるダメージ-3
