id,name,currentTribe,priority,method,cost,attack,hp,text,imageUrl,reason,manualAnswer
card_bf650963,夢と現実の再会,なし,高,db_explicit_none,0,0,0,カードを1枚引く。自分の手札にある全てのカードの石化状態を解除した後コストを0にする。,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_1f7d61c0,審判のタロット,なし,高,db_explicit_none,0,0,0,占い：①カードを1枚引く、②味方リーダーのHPを2回復,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_f9f18c64,小さな相棒,なし,高,db_explicit_none,0,0,0,味方リーダーがテンションスキルを使う度カードを1枚引く この効果は条件を満たすと自動的に発動する,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_dbf04d8c,悲しげな犬,なし,高,db_explicit_none,0,0,0,自分がコスト1以上の特技カードを使う度カードを1枚引く。この効果は条件を満たすと自動的に発動する,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_2e2c9193,挑戦!バトルロード,なし,高,db_explicit_none,0,0,0,スキルブーストを持つカードを使用した後テンション+1 この効果は条件を満たすと自動的に発動する,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_a753c7d2,未熟なベビーサタン,なし,高,db_explicit_none,0,1,1,占い：(1)イオナズンを唱える、(2)メガンテを唱える,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_2c9322d6,武術：ストレートパンチ,なし,高,db_explicit_none,0,0,0,１ダメージを与える,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_2f9f7e7c,武術：飛び蹴り,なし,高,db_explicit_none,0,0,0,ユニット１体の位置を前後入れ替える,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_6bf41b47,背水のかまえ,なし,高,db_explicit_none,0,0,0,味方リーダーのHPを15になるまで減らす,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_4551fa99,道具：いのちのきのみ,なし,高,db_explicit_none,0,0,0,ユニット1体のHP+1,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_2cdcf87d,道具：大きなパン,なし,高,db_explicit_none,0,0,0,このターン中に「大きなパン」を使用していないならこのターン中MPが1増える,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_e7aa3b04,あくまのツボ,なし,高,db_explicit_none,1,2,1,召喚時：指定の敵マスにツボを１つ出す,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_e084603d,あばれうしどり,なし,高,db_explicit_none,1,2,1,占い：①攻撃力+1と貫通を得る、②速攻を得る,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_205cdb83,あばれこまいぬ,なし,高,db_explicit_none,1,3,2,召喚時：カードを1枚捨てる,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_c762fb53,いたずらもぐら,なし,高,db_explicit_none,1,1,1,テンションリンク： 攻撃力+1,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_a8f40292,うまのふん,なし,高,db_explicit_none,1,0,0,なにもおこらない,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_ca1467a2,うらぎりこぞう,なし,高,db_explicit_none,1,1,3,自分が手札からカードを捨てる度このターン中攻撃力+1,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_b967603e,おおありくい,なし,高,db_explicit_none,1,1,3,絶好調状態の味方ユニットが攻撃する度このターン中味方リーダーは攻撃力+1を得る,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_4d7fa9dd,おおくちばし,なし,高,db_explicit_none,1,2,1,召喚時：後列にいるユニット1体に1ダメージ,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_7cf29b7b,おおさそり,なし,高,db_explicit_none,1,1,2,召喚時:地形マスに召喚された場合+1/+2,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_1322ef2c,おばけキャンドル,なし,高,db_explicit_none,1,2,1,死亡時：ランダムな敵1体に1ダメージ,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_dd2f4cdc,おばけヒトデ,なし,高,db_explicit_none,1,1,1,死亡時：ランダムな味方ユニット1体の攻撃力+2,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_dc1b77fa,かくとうパンサー,なし,高,db_explicit_none,1,2,1,召喚時：武術カード1枚を手札に加える,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_a649d91a,かわいいモーモン,なし,高,db_explicit_none,1,1,1,召喚時：このユニットに作戦を出す,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_76df765d,くみひもこぞう,なし,高,db_explicit_none,1,1,1,スキルブースト：攻撃力+1,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_3e93256f,ぐんたいアリ,なし,高,db_explicit_none,1,1,1,死亡時：アイアンアントをこのマスに出す,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_4f51ef82,さつじんえい,なし,高,db_explicit_none,1,2,1,死亡時：道具カード1枚を手札に加える,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_773b2a31,つちわらし,なし,高,db_explicit_none,1,1,1,召喚時：ターン終了時このユニットの前後に自身のコピーを出す,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_94fdbc76,とげぼうず,なし,高,db_explicit_none,1,1,2,絶好調、このユニットが絶好調状態なら攻撃力+2を得る,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_d13eb6d5,とつげきうお,なし,高,db_explicit_none,1,1,1,速攻,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_ccef8f4b,どくあおむし,なし,高,db_explicit_none,1,1,1,召喚時：敵ユニット1体を毒にする,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_1fab9780,ねこまどう,なし,高,db_explicit_none,1,0,2,自分のターン終了時ランダムな敵1体に1ダメージ,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_2cb4a0a1,はさみくわがた,なし,高,db_explicit_none,1,2,2,におうだち,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_44193806,はりせんもぐら,なし,高,db_explicit_none,1,2,1,死亡時：味方リーダーのテンション+1,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_4fab031d,ばくだんベビー,なし,高,db_explicit_none,1,1,1,死亡時：全てのユニットに1ダメージ,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_13658a44,ふゆうじゅ,なし,高,db_explicit_none,1,1,3,死亡時：ランダムな味方ユニット1体のHP+1,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_d29f59a3,みならいあくま,なし,高,db_explicit_none,1,1,2,自分が特技を使う度ランダムな敵1体に1ダメージ,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_03f70ef3,やまねずみ,なし,高,db_explicit_none,1,1,1,,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_a165257c,やみしばり,なし,高,db_explicit_none,1,0,2,ステルス、自分のターン終了時このユニットがステルス状態なら攻撃力+1,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_521e84df,ゆめにゅうどう,なし,高,db_explicit_none,1,2,1,召喚時：後列にいるユニット1体を前列に移動させる,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_64609c1d,わらいぐさ,なし,高,db_explicit_none,1,1,1,死亡時：自分のデッキからユニットカードを1枚引く,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_5c962cf6,アイアンアント,なし,高,db_explicit_none,1,0,1,攻撃時：このターン中攻撃力+1,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_34ee96db,アイスコンドル,なし,高,db_explicit_none,1,2,1,召喚時：ランダムな敵の空きマスに氷塊を1つ出す,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_c21c039d,アントベア,なし,高,db_explicit_none,1,1,2,召喚時:味方リーダーのテンションを1消費する。 消費した後+1/+1を得る。,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_e992bbd7,エッチな本,なし,高,db_explicit_none,1,0,0,ランダムな敵3体を次のターン終了時まで攻撃不能にする,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_95f69f39,オニオーン,なし,高,db_explicit_none,1,1,2,テンションリンク：味方リーダーのHPを1回復,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_dfeb4cd3,オニムカデ,なし,高,db_explicit_none,1,1,1,召喚時:自分のデッキからダンジョンを持つ建物カードを1枚引く。大戦中にダンジョンを持つ味方建物が出ていたら代わりにカードを1枚引く,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_8f33cf11,カメレオンマン,なし,高,db_explicit_none,1,1,2,味方リーダーが攻撃する度攻撃力+1,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_f64215af,ガップリン,なし,高,db_explicit_none,1,1,1,豊作のじんめんじゅの効果で場に出るユニット,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_40d4b786,キラースコップ,なし,高,db_explicit_none,1,1,2,召喚時:お互いのデッキのランダムなユニットカード1枚を比べ 自分の方がコストが高いならGET(1)、BET:攻撃力+1,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_1f4a583f,サボテンゴールド,なし,高,db_explicit_none,1,0,1,,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_3a0e0c79,スパイクヘッド,なし,高,db_explicit_none,1,2,3,召喚時：相手はカードを1枚引く,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_3dc5fbef,スマイルロック,なし,高,db_explicit_none,1,2,2,絶好調、攻撃時：このユニットが絶好調状態ならテンション+1,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_bc2c76e5,スモーク,なし,高,db_explicit_none,1,0,2,絶好調、このユニットが絶好調状態なら攻撃力+2とにおうだちを得る,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_d35b28aa,タホドラキー,なし,高,db_explicit_none,1,2,1,召喚時：カードを1枚引く。その後自分の手札から1枚選び自分のデッキに混ぜる,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_4c84797f,テンタコルス,なし,高,db_explicit_none,1,1,1,自分のターン終了時全ての味方のHPを1回復,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_14926367,デスファレーナ,なし,高,db_explicit_none,1,1,1,占い：(1)攻撃力+2、(2)HP+2,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_9f7964cb,デンダの子分,なし,高,db_explicit_none,1,1,1,,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_471ba4e7,ドラキー,なし,高,db_explicit_none,1,2,1,ねらい撃ち,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_867ccc35,ドルマゲスの分身,なし,高,db_explicit_none,1,1,1,,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_4114f12b,ニードルマン,なし,高,db_explicit_none,1,3,2,攻撃時：相手はカードを1枚引く,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_5be4320b,ビッグハット,なし,高,db_explicit_none,1,1,3,,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_a515a629,ビーンファイター,なし,高,db_explicit_none,1,1,2,死亡時:相手リーダーのテンション-1,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_4d7940de,ピッキー,なし,高,db_explicit_none,1,2,1,いずれかのプレイヤーのヒーロースキルが発動する度両プレイヤーはカードを1枚引く,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_1244e07b,ファーラット,なし,高,db_explicit_none,1,1,1,速攻,https://gameconductor.com/dqrivals/wp-content/uploads/card_img_5.jpg,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_99408259,フェアリーバット,なし,高,db_explicit_none,1,1,1,召喚時：後列にいるすべての敵ユニットを前列に移動させる。,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_f130960a,フォンデュ,なし,高,db_explicit_none,1,2,1,召喚時：味方冒険者1体を+1/+1,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
token_black_tanuki,ブラックタヌー,なし,高,db_explicit_none,1,1,2,,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_9ae14791,ブレッドハンド,なし,高,db_explicit_none,1,3,3,この武器の攻撃で敵ユニットが死亡した場合大きなパン1枚を手札に加える,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_91c13223,プチさまようよろい,なし,高,db_explicit_none,1,2,1,死亡時：ピサロナイト1枚を手札に加える,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_71a4559c,プチアーノン,なし,高,db_explicit_none,1,0,2,攻撃時：攻撃力+1,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_51e49e10,プチファイター,なし,高,db_explicit_none,1,1,1,シンクロ：①攻撃力+1、②HP+1、③速攻,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_d68f6415,プチプリースト,なし,高,db_explicit_none,1,0,2,シンクロ：①攻撃力+1、②HP+1、攻撃力+1、③死亡時：味方リーダーのHPを4回復,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_2d2f869d,プチマージ,なし,高,db_explicit_none,1,1,2,シンクロ:①攻撃力+1、②死亡時:ランダムな魔法使いの特技カードを手札に1枚加える、③HP+1,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_91af4f14,マーマン,なし,高,db_explicit_none,1,1,2,れんけい：速攻1/1のとつげきうおを1体出す,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_b5f6e747,ミノーン,なし,高,db_explicit_none,1,0,4,攻撃時：前後にいる味方ユニットのHP+1,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_63fe06e3,メイジドラキー,なし,高,db_explicit_none,1,1,2,死亡時:死亡したマスの地形を天啓の神域に変える。 この効果で地形の上書きはできない。,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_3b082637,モコッキー,なし,高,db_explicit_none,1,0,3,自分のターン終了時このユニットのHPを1回復,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_4af3d843,モーモン,なし,高,db_explicit_none,1,2,2,,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_2d4fd963,ランタンこぞう,なし,高,db_explicit_none,1,2,1,味方リーダーが攻撃する度カードを1枚引く、その後手札を1枚捨てる,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_97cabf2e,リカント,なし,高,db_explicit_none,1,1,2,戦闘以外のダメージで敵ユニットが死亡する度攻撃力+1,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_bbedc445,リリパット,なし,高,db_explicit_none,1,1,1,後列から攻撃する場合敵ユニットから反撃を受けない。,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_2f514990,ルドマンからの贈り物,なし,高,db_explicit_none,1,0,0,ユニット1体にHP+2と「特技ダメージを受けない」を付与する。カードを1枚引く。,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_7996d664,レッドプリン,なし,高,db_explicit_none,1,1,1,絶好調、このユニットが絶好調状態なら攻撃力+1,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_c97c7b46,ワルぼう,なし,高,db_explicit_none,1,0,4,お互いのターン終了時両プレイヤーはデッキの一番上のカードを1枚捨てる,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_faeb0dbb,共鳴のどんぐりベビー,なし,高,db_explicit_none,1,3,2,召喚時：味方リーダーのテンションの数と同じ攻撃力になる。死亡時:このユニットの攻撃力が3以上ならカードを1枚引く,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_55b2b15d,執念のひとくいサーベル,なし,高,db_explicit_none,1,2,1,死亡時：自分のデッキからコスト4以下の武器カードをランダムに1枚引く,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_51be9348,武術：精神統一,なし,高,db_explicit_none,1,0,0,カードを１枚引く,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_fff5c7df,炎のメイジドラキー,なし,高,db_explicit_none,1,1,2,死亡時：正面にいるランダムな敵ユニット1体にこのユニットの攻撃力と同じ数分のダメージ,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_022dd77d,犬,なし,高,db_explicit_none,1,1,1,,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_321de02f,王子の覚悟,なし,高,db_explicit_none,1,0,0,敵1体に1ダメージ、自分のデッキに特技カードが無いならこのヒーロースキルのコスト-1、さらに使用後すぐにレベル2になる,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_9fa669b2,運命の輪,なし,高,db_explicit_none,1,0,0,このターン中味方リーダーは超必中モードになる。既に超必中モードの場合テンション+1,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_ece92ef0,道具：しあわせのたね,なし,高,db_explicit_none,1,0,0,ユニット1体を+1/+1,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_020b67d1,道具：弟切草,なし,高,db_explicit_none,1,0,0,HPを3回復,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
token_fish_2_2,魚,なし,高,db_explicit_none,1,2,2,,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_5a0bddb6,ブオーン,なし,高,db_explicit_none,11,11,11,このユニットは移動せず手札に戻らない。このユニットの攻撃は他の全ての敵にも同時にダメージを与える スキルブースト:コスト-1,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_0149788b,ヘルクラッシャー,なし,高,db_explicit_none,11,4,6,2回攻撃、この対戦中に自分のデッキに入っていなかったカードを自分の手札に加えた枚数分コスト-1,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_8b06f040,メガトンケイル,なし,高,db_explicit_none,12,8,8,スキルブースト：コスト-2,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_50186816,百獣の王キングレオ,なし,高,db_explicit_none,12,7,5,速攻、この対戦中に自分が味方にさくせんを出した回数分手札のこのカードのコスト-1,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_581e47bf,あおだけ童子,なし,高,db_explicit_none,2,2,3,召喚時：このカード以外の自分の手札が6枚以上ある場合攻撃力+2,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_d2b7c014,あくましんかん,なし,高,db_explicit_none,2,2,2,占い：(1)「死亡時：この場所に復活する」を得る(2)におうだちHP+1,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_77f4f8d8,あくまのす,なし,高,db_explicit_none,2,2,3,自分が特技を使う度このユニットのHP+1,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_0095e411,あくまの書,なし,高,db_explicit_none,2,2,2,れんけい：自分の手札のコスト2以下のユニットカードを2枚選び、そのコピーを手札に加える。ターン終了時、この効果で加えたカードが手札にあれば破棄する。,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_d817358a,あばれザル,なし,高,db_explicit_none,2,3,2,絶好調、死亡時：このユニットが絶好調状態ならカードを1枚引く,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_b32cf4aa,あばれ足鳥,なし,高,db_explicit_none,2,2,2,占い:(1)速攻と貫通を得る、(2)+1/+1,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_358aa630,いっかくうさぎ,なし,高,db_explicit_none,2,2,1,速攻,https://gameconductor.com/dqrivals/wp-content/uploads/card_img_6.jpg,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_93ceb9a5,うみうし,なし,高,db_explicit_none,2,2,1,召喚時&手札から捨てた時：1/2のおおなめくじを1体出す,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_ca065660,おおがらす,なし,高,db_explicit_none,2,1,3,死亡時：カードを1枚引く,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_3229f48c,おおきづち,なし,高,db_explicit_none,2,1,3,テンションリンク：このターン中攻撃力+2,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_55ddd506,おおにわとり,なし,高,db_explicit_none,2,2,1,召喚時：ランダムなコスト2以下の味方建物1つの耐久値+1、味方建物がないなら自分のデッキからコスト2以下の建物カードを1枚引く,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_846f218a,おおめだま,なし,高,db_explicit_none,2,3,2,召喚時:全てのユニットのステルスを解除する。解除した数分+1/+2を得る。,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_f503ba07,おおドラキー,なし,高,db_explicit_none,2,2,2,ねらい撃ち、召喚時：味方ヒーローがいる場合2/1のドラキーを1体出す,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_c525de3e,おにびドングリ,なし,高,db_explicit_none,2,2,2,召喚時:このターン中ユニットが死亡しているなら魔力開放1枚を手札に加える,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_8085ed25,おばけキノコ,なし,高,db_explicit_none,2,2,2,死亡時：ランダムな敵1体を次のターン攻撃不能にする,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_0858651f,おばけパラソル,なし,高,db_explicit_none,2,2,2,れんけい：敵1体に2ダメージ,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_bb48dcae,おむつっこり,なし,高,db_explicit_none,2,3,2,召喚時：HPを2回復,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_f8443689,かくれんぼう,なし,高,db_explicit_none,2,2,2,ステルス、れんけい：カードを1枚引く,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_93e092e5,かまいたち,なし,高,db_explicit_none,2,2,2,召喚時：前列にいる他の全てのユニットに1ダメージ,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
card_d6a7e4f6,かれくさネズミ,なし,高,db_explicit_none,2,2,1,味方ヒーローのヒーロースキルが発動する度メタルスライムを1体出す,,v136分類: なし / 推定方法: db_explicit_none / 名前/説明だけでは系統なしと断定しにくい,
