id,name,currentTribe,cardType,cost,attack,hp,text,imageUrl,reason,manualAnswer
card_40d4b786,キラースコップ,なし,ユニット,1,1,2,召喚時:お互いのデッキのランダムなユニットカード1枚を比べ 自分の方がコストが高いならGET(1)、BET:攻撃力+1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_1f4a583f,サボテンゴールド,なし,ユニット,1,0,1,,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_3a0e0c79,スパイクヘッド,なし,ユニット,1,2,3,召喚時：相手はカードを1枚引く,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_3dc5fbef,スマイルロック,なし,ユニット,1,2,2,絶好調、攻撃時：このユニットが絶好調状態ならテンション+1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_bc2c76e5,スモーク,なし,ユニット,1,0,2,絶好調、このユニットが絶好調状態なら攻撃力+2とにおうだちを得る,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_d35b28aa,タホドラキー,なし,ユニット,1,2,1,召喚時：カードを1枚引く。その後自分の手札から1枚選び自分のデッキに混ぜる,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_4c84797f,テンタコルス,なし,ユニット,1,1,1,自分のターン終了時全ての味方のHPを1回復,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_14926367,デスファレーナ,なし,ユニット,1,1,1,占い：(1)攻撃力+2、(2)HP+2,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_9f7964cb,デンダの子分,なし,ユニット,1,1,1,,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_471ba4e7,ドラキー,なし,ユニット,1,2,1,ねらい撃ち,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_867ccc35,ドルマゲスの分身,なし,ユニット,1,1,1,,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_4114f12b,ニードルマン,なし,ユニット,1,3,2,攻撃時：相手はカードを1枚引く,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_5be4320b,ビッグハット,なし,ユニット,1,1,3,,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_a515a629,ビーンファイター,なし,ユニット,1,1,2,死亡時:相手リーダーのテンション-1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_4d7940de,ピッキー,なし,ユニット,1,2,1,いずれかのプレイヤーのヒーロースキルが発動する度両プレイヤーはカードを1枚引く,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_1244e07b,ファーラット,なし,ユニット,1,1,1,速攻,https://gameconductor.com/dqrivals/wp-content/uploads/card_img_5.jpg,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_99408259,フェアリーバット,なし,ユニット,1,1,1,召喚時：後列にいるすべての敵ユニットを前列に移動させる。,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_f130960a,フォンデュ,なし,ユニット,1,2,1,召喚時：味方冒険者1体を+1/+1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
token_black_tanuki,ブラックタヌー,なし,ユニット,1,1,2,,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_9ae14791,ブレッドハンド,なし,ユニット,1,3,3,この武器の攻撃で敵ユニットが死亡した場合大きなパン1枚を手札に加える,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_91c13223,プチさまようよろい,なし,ユニット,1,2,1,死亡時：ピサロナイト1枚を手札に加える,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_71a4559c,プチアーノン,なし,ユニット,1,0,2,攻撃時：攻撃力+1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_51e49e10,プチファイター,なし,ユニット,1,1,1,シンクロ：①攻撃力+1、②HP+1、③速攻,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_d68f6415,プチプリースト,なし,ユニット,1,0,2,シンクロ：①攻撃力+1、②HP+1、攻撃力+1、③死亡時：味方リーダーのHPを4回復,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_2d2f869d,プチマージ,なし,ユニット,1,1,2,シンクロ:①攻撃力+1、②死亡時:ランダムな魔法使いの特技カードを手札に1枚加える、③HP+1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_91af4f14,マーマン,なし,ユニット,1,1,2,れんけい：速攻1/1のとつげきうおを1体出す,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_b5f6e747,ミノーン,なし,ユニット,1,0,4,攻撃時：前後にいる味方ユニットのHP+1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_63fe06e3,メイジドラキー,なし,ユニット,1,1,2,死亡時:死亡したマスの地形を天啓の神域に変える。 この効果で地形の上書きはできない。,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_3b082637,モコッキー,なし,ユニット,1,0,3,自分のターン終了時このユニットのHPを1回復,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_4af3d843,モーモン,なし,ユニット,1,2,2,,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_2d4fd963,ランタンこぞう,なし,ユニット,1,2,1,味方リーダーが攻撃する度カードを1枚引く、その後手札を1枚捨てる,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_97cabf2e,リカント,なし,ユニット,1,1,2,戦闘以外のダメージで敵ユニットが死亡する度攻撃力+1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_bbedc445,リリパット,なし,ユニット,1,1,1,後列から攻撃する場合敵ユニットから反撃を受けない。,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_7996d664,レッドプリン,なし,ユニット,1,1,1,絶好調、このユニットが絶好調状態なら攻撃力+1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_c97c7b46,ワルぼう,なし,ユニット,1,0,4,お互いのターン終了時両プレイヤーはデッキの一番上のカードを1枚捨てる,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_faeb0dbb,共鳴のどんぐりベビー,なし,ユニット,1,3,2,召喚時：味方リーダーのテンションの数と同じ攻撃力になる。死亡時:このユニットの攻撃力が3以上ならカードを1枚引く,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_55b2b15d,執念のひとくいサーベル,なし,ユニット,1,2,1,死亡時：自分のデッキからコスト4以下の武器カードをランダムに1枚引く,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_fff5c7df,炎のメイジドラキー,なし,ユニット,1,1,2,死亡時：正面にいるランダムな敵ユニット1体にこのユニットの攻撃力と同じ数分のダメージ,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_022dd77d,犬,なし,ユニット,1,1,1,,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
token_fish_2_2,魚,なし,ユニット,1,2,2,,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_581e47bf,あおだけ童子,なし,ユニット,2,2,3,召喚時：このカード以外の自分の手札が6枚以上ある場合攻撃力+2,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_d2b7c014,あくましんかん,なし,ユニット,2,2,2,占い：(1)「死亡時：この場所に復活する」を得る(2)におうだちHP+1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_77f4f8d8,あくまのす,なし,ユニット,2,2,3,自分が特技を使う度このユニットのHP+1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_0095e411,あくまの書,なし,ユニット,2,2,2,れんけい：自分の手札のコスト2以下のユニットカードを2枚選び、そのコピーを手札に加える。ターン終了時、この効果で加えたカードが手札にあれば破棄する。,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_d817358a,あばれザル,なし,ユニット,2,3,2,絶好調、死亡時：このユニットが絶好調状態ならカードを1枚引く,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_b32cf4aa,あばれ足鳥,なし,ユニット,2,2,2,占い:(1)速攻と貫通を得る、(2)+1/+1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_358aa630,いっかくうさぎ,なし,ユニット,2,2,1,速攻,https://gameconductor.com/dqrivals/wp-content/uploads/card_img_6.jpg,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_93ceb9a5,うみうし,なし,ユニット,2,2,1,召喚時&手札から捨てた時：1/2のおおなめくじを1体出す,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_ca065660,おおがらす,なし,ユニット,2,1,3,死亡時：カードを1枚引く,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_3229f48c,おおきづち,なし,ユニット,2,1,3,テンションリンク：このターン中攻撃力+2,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_55ddd506,おおにわとり,なし,ユニット,2,2,1,召喚時：ランダムなコスト2以下の味方建物1つの耐久値+1、味方建物がないなら自分のデッキからコスト2以下の建物カードを1枚引く,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_846f218a,おおめだま,なし,ユニット,2,3,2,召喚時:全てのユニットのステルスを解除する。解除した数分+1/+2を得る。,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_f503ba07,おおドラキー,なし,ユニット,2,2,2,ねらい撃ち、召喚時：味方ヒーローがいる場合2/1のドラキーを1体出す,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_c525de3e,おにびドングリ,なし,ユニット,2,2,2,召喚時:このターン中ユニットが死亡しているなら魔力開放1枚を手札に加える,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_8085ed25,おばけキノコ,なし,ユニット,2,2,2,死亡時：ランダムな敵1体を次のターン攻撃不能にする,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_0858651f,おばけパラソル,なし,ユニット,2,2,2,れんけい：敵1体に2ダメージ,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_bb48dcae,おむつっこり,なし,ユニット,2,3,2,召喚時：HPを2回復,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_f8443689,かくれんぼう,なし,ユニット,2,2,2,ステルス、れんけい：カードを1枚引く,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_93e092e5,かまいたち,なし,ユニット,2,2,2,召喚時：前列にいる他の全てのユニットに1ダメージ,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_d6a7e4f6,かれくさネズミ,なし,ユニット,2,2,1,味方ヒーローのヒーロースキルが発動する度メタルスライムを1体出す,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_3bcff462,きめんどうし,なし,ユニット,2,2,3,召喚時：自分のデッキの上からカードを2枚見る。1枚をデッキの上に戻し残りをデッキの下に戻す。,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_c504381c,きりかぶおばけ,なし,ユニット,2,2,2,召喚時：GET(1)。BET：1ターンに1回のみ、他のランダムな味方ユニットのHP+2。,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_c45c254d,くしざしツインズ,なし,ユニット,2,1,2,味方リーダーの武器の攻撃力+1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_98bf3b6b,くものきょじん,なし,ユニット,2,2,3,死亡時:死亡したマスの地形を宝箱に変える。 この効果で地形の上書きはできない。,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_89cd00d7,くらやみハーピー,なし,ユニット,2,2,2,召喚時：ユニット1体のHPを攻撃力と同じ値にする,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_0aff24b1,しびれだんびら,なし,ユニット,2,3,2,召喚時:味方リーダーが装備中の武器に耐久力+1と「攻撃した敵ユニットを次のターン終了時まで攻撃不能にする」を付与する,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_35914b0d,しましまキャット,なし,ユニット,2,2,2,召喚時&死亡時：しあわせのたね1枚を手札に加える,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_2e3a7eda,じごくのハサミ,なし,ユニット,2,3,2,絶好調、このユニットが絶好調状態なら相手のターン中このユニットが受けるダメージは1になる。,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_2924b5f1,じんめんじゅ,なし,ユニット,2,1,4,自分のターン終了時このユニットのHPを1回復,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_7d555473,たけやりへい,なし,ユニット,2,2,2,召喚時：このターン中ユニット1体の攻撃力+2,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_c5e37b2c,たんすミミック,なし,ユニット,2,2,2,召喚時：このカード以外の自分の手札が6枚以上ある場合敵ユニット1体をコストが1低いランダムなユニットに変身させる。,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_707a7f3f,とうろうへい,なし,ユニット,2,3,1,召喚時：このターン中味方リーダーの攻撃力+1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_2b5c40ef,とつげきこぞう,なし,ユニット,2,3,4,正面に敵ユニットが1体もいない場合攻撃できない。,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_743df4a8,とらおとこ,なし,ユニット,2,3,2,召喚時:地形マスに召喚された場合+1/+1,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
card_05056c90,どくやずきん,なし,ユニット,2,2,3,相手がデッキからカードを手札に加える度的リーダーに1ダメージ,,ユニットカードかつ現在 tribe=なし。必要なら ゾンビ/スライム/ドラゴン/冒険者/魔王/なし を回答してください。,
