pool,name,cost,attack,hp,class,tribe,status,name_in_app_js,tracked_in_implemented_reports,text,official_url
cost2_unit_random_pool,きめんどうし,2,2,3,占い師,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時：自分のデッキの上からカードを2枚見る。1枚をデッキの上に戻し残りをデッキの下に戻す。,https://gameconductor.com/dqrivals/c/d/319
cost2_unit_random_pool,きりかぶおばけ,2,2,2,僧侶,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時：GET(1)。BET：1ターンに1回のみ、他のランダムな味方ユニットのHP+2。,https://gameconductor.com/dqrivals/c/d/1124
cost2_unit_random_pool,くしざしツインズ,2,1,2,共通,なし,OK_TRACKED_IMPLEMENTED,yes,yes,味方リーダーの武器の攻撃力+1,https://gameconductor.com/dqrivals/c/d/96
cost2_unit_random_pool,くものきょじん,2,2,3,商人,なし,OK_TRACKED_IMPLEMENTED,yes,yes,死亡時:死亡したマスの地形を宝箱に変える。 この効果で地形の上書きはできない。,https://gameconductor.com/dqrivals/c/d/481
cost2_unit_random_pool,くらやみハーピー,2,2,2,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時：ユニット1体のHPを攻撃力と同じ値にする,https://gameconductor.com/dqrivals/c/d/1027
cost2_unit_random_pool,しにがみ,2,1,2,共通,ゾンビ,OK_TRACKED_IMPLEMENTED,yes,yes,2回攻撃,https://gameconductor.com/dqrivals/c/d/45
cost2_unit_random_pool,しびれだんびら,2,3,2,盗賊,なし,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時:味方リーダーが装備中の武器に耐久力+1と「攻撃した敵ユニットを次のターン終了時まで攻撃不能にする」を付与する,https://gameconductor.com/dqrivals/c/d/1313
cost2_unit_random_pool,しましまキャット,2,2,2,商人,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時&死亡時：しあわせのたね1枚を手札に加える,https://gameconductor.com/dqrivals/c/d/1522
cost2_unit_random_pool,しりょうのきし,2,2,3,共通,ゾンビ,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時：敵リーダーが装備中の武器を-1/-1,https://gameconductor.com/dqrivals/c/d/1458
cost2_unit_random_pool,しんぴのよろい,2,0,0,僧侶,なし,OK_TRACKED_IMPLEMENTED,yes,yes,この対戦の間味方リーダーは「自分のターン終了時味方リーダーのHPを2回復する」を得る,https://gameconductor.com/dqrivals/c/d/1154
cost2_unit_random_pool,じごくのハサミ,2,3,2,戦士,なし,OK_TRACKED_IMPLEMENTED,yes,yes,絶好調、このユニットが絶好調状態なら相手のターン中このユニットが受けるダメージは1になる。,https://gameconductor.com/dqrivals/c/d/867
cost2_unit_random_pool,じんめんじゅ,2,1,4,共通,なし,OK_TRACKED_IMPLEMENTED,yes,yes,自分のターン終了時このユニットのHPを1回復,https://gameconductor.com/dqrivals/c/d/46
cost2_unit_random_pool,たけやりへい,2,2,2,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時：このターン中ユニット1体の攻撃力+2,https://gameconductor.com/dqrivals/c/d/51
cost2_unit_random_pool,たんすミミック,2,2,2,商人,なし,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時：このカード以外の自分の手札が6枚以上ある場合敵ユニット1体をコストが1低いランダムなユニットに変身させる。,https://gameconductor.com/dqrivals/c/d/1523
cost2_unit_random_pool,だんごスライム,2,2,1,魔法使い,スライム,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時：カードを2枚引く。その後手札を2枚捨てる,https://gameconductor.com/dqrivals/c/d/611
cost2_unit_random_pool,つむりんママ,2,1,4,共通,スライム,REVIEW_NAME_MENTIONED_ONLY,yes,no,このユニットを除くスライム系の味方ユニットの攻撃力+1,https://gameconductor.com/dqrivals/c/d/1173
cost2_unit_random_pool,とうろうへい,2,3,1,戦士,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時：このターン中味方リーダーの攻撃力+1,https://gameconductor.com/dqrivals/c/d/169
cost2_unit_random_pool,とさかヘビ,2,2,2,共通,ドラゴン,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時：自分のデッキの上からカード4枚を見る。ドラゴン系のカードを1枚選びそれを引く。残りをデッキの下に戻す。,
cost2_unit_random_pool,とつげきこぞう,2,3,4,共通,なし,OK_TRACKED_IMPLEMENTED,yes,yes,正面に敵ユニットが1体もいない場合攻撃できない。,https://gameconductor.com/dqrivals/c/d/538
cost2_unit_random_pool,とらおとこ,2,3,2,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時:地形マスに召喚された場合+1/+1,https://gameconductor.com/dqrivals/c/d/509
cost2_unit_random_pool,どくどくゾンビ,2,3,2,共通,ゾンビ,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時：ゾンビ系の味方ユニット1体を+1/+1,https://gameconductor.com/dqrivals/c/d/602
cost2_unit_random_pool,どくやずきん,2,2,3,魔剣士,なし,OK_TRACKED_IMPLEMENTED,yes,yes,相手がデッキからカードを手札に加える度的リーダーに1ダメージ,https://gameconductor.com/dqrivals/c/d/531
cost2_unit_random_pool,どくろあらい,2,0,0,武闘家,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,攻撃対象が敵リーダーの場合このターン中攻撃力+2,https://gameconductor.com/dqrivals/c/d/235
cost2_unit_random_pool,どくイモムシ,2,2,1,共通,なし,OK_TRACKED_IMPLEMENTED,yes,yes,死亡時：ランダムな敵ユニット1体を毒にする,https://gameconductor.com/dqrivals/c/d/57
cost2_unit_random_pool,どんぐりベビー,2,2,3,僧侶,なし,OK_TRACKED_IMPLEMENTED,yes,yes,味方リーダーのHPが回復する度カードを1枚引く,https://gameconductor.com/dqrivals/c/d/265
cost2_unit_random_pool,はえおとこ,2,3,3,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,死亡時：相手リーダーのテンション+1,https://gameconductor.com/dqrivals/c/d/380
cost2_unit_random_pool,はなカワセミ,2,2,3,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,パワフルバッジ：スライム系のユニットカードを使う度味方リーダーのHPを1回復,https://gameconductor.com/dqrivals/c/d/577
cost2_unit_random_pool,はねスライム,2,2,3,武闘家,スライム,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時：スライム系の味方ユニット1体手札に戻す。 その後2回攻撃を得る。,https://gameconductor.com/dqrivals/c/d/656
cost2_unit_random_pool,ひとくいサーベル,2,3,2,戦士,なし,OK_TRACKED_IMPLEMENTED,yes,yes,味方リーダーの攻撃で敵ユニットを倒す度敵リーダーに1ダメージ,https://gameconductor.com/dqrivals/c/d/174
cost2_unit_random_pool,ひとつめピエロ,2,0,4,魔法使い,なし,OK_TRACKED_IMPLEMENTED,yes,yes,テンションリンク：ランダムな敵ユニット1体に1ダメージ,https://gameconductor.com/dqrivals/c/d/207
cost2_unit_random_pool,ぷちメタル,2,1,2,商人,スライム,REVIEW_NAME_MENTIONED_ONLY,yes,no,メタルボディ、BET:1ターンに1回のみ攻撃力+1と速攻を得る、自分のターン終了時GET(1)、この効果は一度しか発動しない,https://gameconductor.com/dqrivals/c/d/1200
cost2_unit_random_pool,ほしふるうでわ,2,0,0,武闘家,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,ユニット1体に「攻撃力が4以下の間速攻と2回攻撃を得る」を付与する,https://gameconductor.com/dqrivals/c/d/1151
cost2_unit_random_pool,まおうのかめん,2,2,3,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,このカードは場と手札にある間魔王系としても扱う。 召喚時:自分の手札に魔王系カードがあるならステルスを得る,https://gameconductor.com/dqrivals/c/d/1459
cost2_unit_random_pool,まおうのたまご,2,2,1,共通,スライム,REVIEW_NAME_MENTIONED_ONLY,yes,no,死亡時：自分のデッキから本来のコストが5以上の魔王系のユニットカードをランダムに1枚手札に加える,https://gameconductor.com/dqrivals/c/d/1030
cost2_unit_random_pool,まじゅつし,2,2,2,魔法使い,なし,OK_TRACKED_IMPLEMENTED,yes,yes,死亡時:死亡したマスの地形を魔法陣に変える。この効果で地形の上書きはできない。,https://gameconductor.com/dqrivals/c/d/499
cost2_unit_random_pool,まじょ,2,3,2,魔法使い,なし,OK_TRACKED_IMPLEMENTED,yes,yes,選択：・魔法使いの特技カードをランダムに1枚手札に加える・魔力の息吹を1枚手札に加える,https://gameconductor.com/dqrivals/c/d/1492
cost2_unit_random_pool,まどうし,2,1,4,魔法使い,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,攻撃時：このターン中特技ダメージ+1を得る,https://gameconductor.com/dqrivals/c/d/990
cost2_unit_random_pool,まものつかい,2,3,1,共通,なし,OK_TRACKED_IMPLEMENTED,yes,yes,死亡時:自分のデッキからパワフルバッジを持つユニットを1枚引く,https://gameconductor.com/dqrivals/c/d/598
cost2_unit_random_pool,みみずん,2,2,3,共通,なし,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時：味方建物1つを手札に戻す,https://gameconductor.com/dqrivals/c/d/1330
cost2_unit_random_pool,むつでエビ,2,2,3,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時:相手の手札が3枚以下の場合HP+1とにおうだちを得る,https://gameconductor.com/dqrivals/c/d/424
cost2_unit_random_pool,ももんじゃ,2,2,2,共通,なし,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時：敵ユニット１体につきHP+1,https://gameconductor.com/dqrivals/c/d/58
cost2_unit_random_pool,もりもりベス,2,2,3,武闘家,スライム,REVIEW_NAME_MENTIONED_ONLY,yes,no,れんけい：味方の1マスを選択し、2/1のスライムベスを1体出す。,https://gameconductor.com/dqrivals/c/d/1266
cost2_unit_random_pool,やみのとうぞく,2,3,1,盗賊,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時:相手のデッキのランダムなカードと同じカード1枚を手札に加える,https://gameconductor.com/dqrivals/c/d/1427
cost2_unit_random_pool,よるのていおう,2,2,2,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,テンションリンク：後列にいるランダムな敵ユニット1体を前列のランダムな空きマスに移動させる,https://gameconductor.com/dqrivals/c/d/62
cost2_unit_random_pool,わたぼう,2,2,2,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,ターンを終了したプレイヤーはカードを1枚引く,https://gameconductor.com/dqrivals/c/d/145
cost2_unit_random_pool,わらいぶくろ,2,1,2,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時：カードを1枚引く,https://gameconductor.com/dqrivals/c/d/20
cost2_unit_random_pool,アルゴリザード,2,1,2,戦士,ドラゴン,REVIEW_NAME_MENTIONED_ONLY,yes,no,速攻、れんけい：敵ユニット1体に2ダメージ,https://gameconductor.com/dqrivals/c/d/1246
cost2_unit_random_pool,アロードッグ,2,3,1,商人,なし,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時：このカード以外の自分の手札が6枚以上ある場合敵1体に2ダメージ,https://gameconductor.com/dqrivals/c/d/443
cost2_unit_random_pool,イエローシックル,2,1,4,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,正面にいるユニットと戦闘をする場合このターン中攻撃力+2,https://gameconductor.com/dqrivals/c/d/61
cost2_unit_random_pool,イノブタマン,2,2,2,共通,なし,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時：このターン中味方ユニット1体に攻撃力+3と「敵リーダーを攻撃できない」を付与する,https://gameconductor.com/dqrivals/c/d/973
cost2_unit_random_pool,インプ,2,2,3,占い師,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時：GET(1)。BET：デッキの一番上が偶数コストなら敵リーダーに2ダメージ。このユニットへのBETは1ターン1回,https://gameconductor.com/dqrivals/c/d/1162
cost2_unit_random_pool,エビルアップル,2,2,1,共通,なし,OK_TRACKED_IMPLEMENTED,yes,yes,味方のヒーロースキルが発動したターン中手札にあるこのユニットのコスト-2,https://gameconductor.com/dqrivals/c/d/860
cost2_unit_random_pool,エビルスピリッツ,2,2,3,戦士,ゾンビ,OK_TRACKED_IMPLEMENTED,yes,yes,ステルス、このユニットの攻撃は味方リーダーの攻撃としても扱う,https://gameconductor.com/dqrivals/c/d/838
cost2_unit_random_pool,エビルポット,2,1,2,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,熟練度(0)、おうえん、死亡時:自分のデッキの上7枚から熟練度を持つカードを1枚引く。残りをデッキの下に戻す。(2)攻撃力+1,https://gameconductor.com/dqrivals/c/d/1582
cost2_unit_random_pool,エマ,2,1,2,盗賊,冒険者,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時:次の相手のターン終了時までステルスを得る。味方リーダーが攻撃した後やくそうを手札に加え味方リーダーのMPを1回復,https://gameconductor.com/dqrivals/c/d/1311
cost2_unit_random_pool,オコボルト,2,3,2,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,におうだち、召喚時：敵リーダーがパワフルバッジを持つ場合+2/+2,https://gameconductor.com/dqrivals/c/d/761
cost2_unit_random_pool,オベルジーヌ,2,2,2,僧侶,なし,OK_TRACKED_IMPLEMENTED,yes,yes,味方ユニットのHPが回復する度+1/+1,https://gameconductor.com/dqrivals/c/d/1276
cost2_unit_random_pool,オーク,2,2,3,共通,なし,OK_GENERIC_BASIC_KEYWORD,no,no,貫通,https://gameconductor.com/dqrivals/c/d/48
cost2_unit_random_pool,カンダタこぶん,2,3,2,武闘家,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時：GET(1)。BET：このターン中、次に使用するテンションカードのコストが0になる。,https://gameconductor.com/dqrivals/c/d/1149
cost2_unit_random_pool,キメラ,2,3,2,共通,なし,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時：ユニット1体の位置を前後に入れ替える,https://gameconductor.com/dqrivals/c/d/93
cost2_unit_random_pool,キラーG,2,2,2,戦士,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,貫通、ステルス、死亡時：味方建物があるならカードを1枚引く,https://gameconductor.com/dqrivals/c/d/1341
cost2_unit_random_pool,キラークラブ,2,2,3,盗賊,なし,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時:味方リーダーが装備中の武器に「この武器で攻撃した時の反撃ダメージ-2」を付与する,https://gameconductor.com/dqrivals/c/d/1312
cost2_unit_random_pool,キラーグース,2,3,3,占い師,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,おうえん、召喚時：相手は50%の確率でカードを1枚引く,https://gameconductor.com/dqrivals/c/d/397
cost2_unit_random_pool,キーファ,2,3,2,商人,冒険者,OK_TRACKED_IMPLEMENTED,yes,yes,死亡時:自分がこのユニットに使った特技カード全てを自分の手札に加える。,https://gameconductor.com/dqrivals/c/d/493
cost2_unit_random_pool,ギズモ,2,2,2,戦士,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時：GET(1) BET:正面にいる全ての敵ユニットに1ダメージ,https://gameconductor.com/dqrivals/c/d/1099
cost2_unit_random_pool,クックルー,2,3,2,商人,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,死亡時：道具カード1枚を手札に加える,https://gameconductor.com/dqrivals/c/d/295
cost2_unit_random_pool,クロウズ,2,2,3,占い師,冒険者,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時:味方リーダーは必中モードになる。攻撃時:デッキの1番上のカードを見てデッキの一番下に移動させることができる。,https://gameconductor.com/dqrivals/c/d/829
cost2_unit_random_pool,グリズリー,2,3,2,武闘家,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時:味方リーダーのテンションの数以下の攻撃力を持つ前列の味方ユニット1体を相手の手札に戻す。,https://gameconductor.com/dqrivals/c/d/519
cost2_unit_random_pool,グリーンシザー,2,1,4,戦士,なし,OK_TRACKED_IMPLEMENTED,yes,yes,正面にいるユニットと戦闘をする場合このターン攻撃力+3、味方冒険者が場に出た後そのユニットの前後に移動する,https://gameconductor.com/dqrivals/c/d/1561
cost2_unit_random_pool,ケダモン,2,1,3,商人,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,速攻、召喚時:このターン中味方リーダーが攻撃力+1を得る,https://gameconductor.com/dqrivals/c/d/929
cost2_unit_random_pool,ケンタラウス,2,2,3,僧侶,なし,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時：味方ヒーローがいる場合このターン中味方リーダーは攻撃力+1を得る,https://gameconductor.com/dqrivals/c/d/875
cost2_unit_random_pool,コープスフライ,2,2,2,共通,ゾンビ,OK_TRACKED_IMPLEMENTED,yes,yes,前列にいる場合両プレイヤーのユニットカードのコスト+1,https://gameconductor.com/dqrivals/c/d/95
cost2_unit_random_pool,ゴールドタヌ,2,2,2,共通,なし,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時:宝の地図1枚を手札に加える,https://gameconductor.com/dqrivals/c/d/1583
cost2_unit_random_pool,サイおとこ,2,1,4,共通,なし,OK_GENERIC_BASIC_KEYWORD,no,no,におうだち,https://gameconductor.com/dqrivals/c/d/537
cost2_unit_random_pool,サタンパピー,2,2,1,魔剣士,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時:このターン中ユニットが死亡しているなら敵ユニット1体を-2/-2,https://gameconductor.com/dqrivals/c/d/1542
cost2_unit_random_pool,サボテンボール,2,3,1,共通,なし,OK_TRACKED_IMPLEMENTED,yes,yes,テンションリンク：お互いのリーダーに1ダメージ,https://gameconductor.com/dqrivals/c/d/379
cost2_unit_random_pool,サンダーラット,2,1,4,武闘家,なし,OK_TRACKED_IMPLEMENTED,yes,yes,テンションリンク：敵リーダーに1ダメージ,https://gameconductor.com/dqrivals/c/d/1360
cost2_unit_random_pool,サーベルきつね,2,2,2,共通,なし,OK_TRACKED_IMPLEMENTED,yes,yes,上下にいるユニットの攻撃力+1,https://gameconductor.com/dqrivals/c/d/47
cost2_unit_random_pool,ザイル,2,3,2,盗賊,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,死亡時&手札から捨てた時:はるかぜのフルートを1枚手札に加える,https://gameconductor.com/dqrivals/c/d/1408
cost2_unit_random_pool,シャドー,2,3,2,共通,なし,OK_TRACKED_IMPLEMENTED,yes,yes,このユニットは効果の対象にならない。,https://gameconductor.com/dqrivals/c/d/43
cost2_unit_random_pool,シャール,2,2,3,僧侶,冒険者,OK_TRACKED_IMPLEMENTED,yes,yes,味方ユニットのHPが回復する度他のランダムな味方ユニット1体を+1/+1,https://gameconductor.com/dqrivals/c/d/1278
cost2_unit_random_pool,シールドこぞう,2,2,2,共通,なし,OK_GENERIC_BASIC_KEYWORD,no,no,におうだち,https://gameconductor.com/dqrivals/c/d/7
cost2_unit_random_pool,ジャイアントバット,2,2,2,武闘家,なし,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時：このユニットにさくせんを出す。自分のターン中このユニットが戦闘ダメージを与えた敵を次のターン終了時まで攻撃不能にする,https://gameconductor.com/dqrivals/c/d/1361
cost2_unit_random_pool,ジュエルン,2,1,1,僧侶,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時：自分のデッキからコスト3以下の建物カードを1枚引く。そのカードのコストを-1,https://gameconductor.com/dqrivals/c/d/1368
cost2_unit_random_pool,スカルガルー,2,2,2,共通,なし,OK_TRACKED_IMPLEMENTED,yes,yes,前列にいる場合自分がデッキからカードを手札に加える度攻撃力+1,https://gameconductor.com/dqrivals/c/d/832
cost2_unit_random_pool,スキッパー,2,2,2,占い師,なし,OK_TRACKED_IMPLEMENTED,yes,yes,テンションリンク：デッキの一番上のカードのコストが奇数ならそのカードを手札に加える。,https://gameconductor.com/dqrivals/c/d/324
cost2_unit_random_pool,スノーベビー,2,3,2,盗賊,なし,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時：ダメージを受けている敵ユニット1体に2ダメージ,https://gameconductor.com/dqrivals/c/d/1428
cost2_unit_random_pool,スノーム,2,1,2,盗賊,スライム,REVIEW_NAME_MENTIONED_ONLY,yes,no,ステルス、召喚時：スノームを1体出す,https://gameconductor.com/dqrivals/c/d/1553
cost2_unit_random_pool,スノーモン,2,2,3,魔法使い,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,死亡時：敵のランダムな空きマスに氷塊を1つ出す,https://gameconductor.com/dqrivals/c/d/451
cost2_unit_random_pool,スピンサタン,2,3,2,占い師,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時:自分が次に使用する占いカードは発動する効果を選べる 味方リーダーが必中モードの場合手札のこのカードのコスト-1,https://gameconductor.com/dqrivals/c/d/1292
cost2_unit_random_pool,スライムスノー,2,2,2,魔法使い,スライム,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時：自分のデッキにメラ系の特技カードが無いならこのユニットは特技ダメージ+1を得る。その後カードを1枚引く,https://gameconductor.com/dqrivals/c/d/1255
cost2_unit_random_pool,ズッキーニャ,2,2,2,戦士,なし,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時:召喚されたマスの地形を刃の紋章に変える。この効果で地形の上書きはできない。,https://gameconductor.com/dqrivals/c/d/504
cost2_unit_random_pool,ソードファントム,2,2,2,商人,ゾンビ,REVIEW_NAME_MENTIONED_ONLY,yes,no,シンクロ:①ステルス、②死亡時:全てのユニットに1ダメージ、③攻撃力+2,https://gameconductor.com/dqrivals/c/d/963
cost2_unit_random_pool,タイガーランス,2,3,3,共通,なし,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時：指定の敵マスに1/1のスライムを1体出す,https://gameconductor.com/dqrivals/c/d/1116
cost2_unit_random_pool,タイプG,2,1,1,商人,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,スキルブースト:+1/+1、自身の攻撃力にあわせて場にいる間、以下の効果を得る。 攻撃力3以上:貫通、攻撃力5以上:ねらい撃ち、攻撃力10以上:2回攻撃,https://gameconductor.com/dqrivals/c/d/1283
cost2_unit_random_pool,ダックカイト,2,3,4,魔剣士,なし,OK_TRACKED_IMPLEMENTED,yes,yes,召喚時:召喚されたマスの地形をバリア床に変える。 この効果は地形の上書きはできない。,https://gameconductor.com/dqrivals/c/d/497
cost2_unit_random_pool,ダンスニードル,2,1,4,戦士,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,貫通、貫通を持つ他の全ての味方ユニットの攻撃力+1,https://gameconductor.com/dqrivals/c/d/948
cost2_unit_random_pool,ダークプラネット,2,3,2,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,選択：・ダンジョンではない敵建物１つの耐久値を2にする。・ダンジョンではない敵建物1つの耐久値を-2,https://gameconductor.com/dqrivals/c/d/1460
cost2_unit_random_pool,ダークホビット,2,2,3,共通,なし,REVIEW_NAME_MENTIONED_ONLY,yes,no,熟練度(0)、(3)におうだち+1/+1,https://gameconductor.com/dqrivals/c/d/1580
cost2_unit_random_pool,チャゴス王子,2,2,2,僧侶,冒険者,REVIEW_NAME_MENTIONED_ONLY,yes,no,召喚時：GET(1)。BET：速攻を得る。このユニットが攻撃対象として選択された時、手札に戻る,https://gameconductor.com/dqrivals/c/d/1182
