id,name,cost,cardType,classes,tribes,deckBuildable,text,triggers,appNameOccurrences,genericCoverage,complexScore,risk,officialUrl
card_cfe42222,スライムナイト,3,ユニット,共通,スライム,True,死亡時：1/1のスライムをこのマスに出す,死亡時,1,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/21
card_48ea99fd,なげきムーン,3,ユニット,共通,なし,True,召喚時：味方リーダーのHPが15以下の場合+2/+2と貫通を得る。,召喚時,1,keyword,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/22
card_d5baebad,ツンドラキー,3,ユニット,共通,なし,True,味方リーダーのHPが20以上の間攻撃力+2とねらい撃ちを得る,,3,basic_keyword_generic,0,LOW_NO_EFFECT_OR_BASIC,https://gameconductor.com/dqrivals/c/d/23
card_11ddc5e0,ぐんたいガニ,4,ユニット,共通,なし,True,自分のターン開始時このユニットの前後にぐんたいガニを出す,自分のターン開始時,3,,0,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/24
card_6d44771b,バイキングソウル,4,ユニット,共通,ゾンビ,True,正面にいるユニットと戦闘をする場合このターン中攻撃力+3,,1,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/25
card_1df09d65,キラーパンサー,4,ユニット,共通,なし,True,召喚時：敵ユニットが3体以上いる場合速攻を得る,召喚時,2,keyword,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/26
card_d0a61d1f,プリーストナイト,4,ユニット,共通,なし,True,召喚時：ダメージを受けているランダムな味方1体のHPを3回復,召喚時|ダメージ|回復|ランダム,1,,2,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/27
card_83cf917e,シールドオーガ,4,ユニット,共通,なし,True,召喚時：味方リーダーのHPが15以下の場合+2/+2とにおうだちを得る,召喚時,1,keyword,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/28
card_7902521c,アックスドラゴン,5,ユニット,共通,ドラゴン,True,召喚時：ユニット1体に1ダメージを与えた後「受けるダメージ2倍」を付与する。,召喚時|ダメージ,3,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/29
card_56b8d468,レッドアーチャー,5,ユニット,共通,なし,True,召喚時：味方リーダーのHPが20以上の場合このユニットは攻撃力+2とねらい撃ちを得る,召喚時,1,keyword,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/30
card_471ba4e7,ドラキー,1,ユニット,共通,なし,True,ねらい撃ち,,21,basic_keyword_generic,0,LOW_NO_EFFECT_OR_BASIC,https://gameconductor.com/dqrivals/c/d/31
card_d8e3589a,バブルスライム,1,ユニット,共通,スライム,True,ダメージを与えたユニットを毒にする,毒|ダメージ,2,,0,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/32
card_c762fb53,いたずらもぐら,1,ユニット,共通,なし,True,テンションリンク： 攻撃力+1,テンションリンク,0,,1,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/33
card_f78f7523,ゴースト,1,ユニット,共通,ゾンビ,True,自身が攻撃するまで敵の攻撃や効果の対象にならない,,13,,0,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/34
card_1322ef2c,おばけキャンドル,1,ユニット,共通,なし,True,死亡時：ランダムな敵1体に1ダメージ,死亡時|ダメージ|ランダム,0,,2,HIGH_COMPLEX_NO_EXPLICIT_NAME,https://gameconductor.com/dqrivals/c/d/35
card_4af3d843,モーモン,1,ユニット,共通,なし,True,,,6,no_text,0,LOW_NO_EFFECT_OR_BASIC,https://gameconductor.com/dqrivals/c/d/36
card_dd2f4cdc,おばけヒトデ,1,ユニット,共通,なし,True,死亡時：ランダムな味方ユニット1体の攻撃力+2,死亡時|ランダム,0,,2,HIGH_COMPLEX_NO_EXPLICIT_NAME,https://gameconductor.com/dqrivals/c/d/37
card_4d7fa9dd,おおくちばし,1,ユニット,共通,なし,True,召喚時：後列にいるユニット1体に1ダメージ,召喚時|ダメージ,2,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/38
card_521e84df,ゆめにゅうどう,1,ユニット,共通,なし,True,召喚時：後列にいるユニット1体を前列に移動させる,召喚時,2,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/39
card_833eefb3,メラリザード,1,ユニット,共通,ドラゴン,True,貫通,,14,basic_keyword_generic,0,LOW_NO_EFFECT_OR_BASIC,https://gameconductor.com/dqrivals/c/d/40
card_95f69f39,オニオーン,1,ユニット,共通,なし,True,テンションリンク：味方リーダーのHPを1回復,テンションリンク|回復,0,,1,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/41
card_b7e4faf1,ホイップゴースト,1,ユニット,共通,なし,True,攻撃時：このターン中攻撃力+3,攻撃時,1,,2,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/42
card_a3c69ccc,シャドー,2,ユニット,共通,なし,True,このユニットは効果の対象にならない。,,3,,0,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/43
card_bab58015,ホイミスライム,2,ユニット,共通,スライム,True,自分のターン終了時ダメージを受けている他の味方1体のHPを2回復,自分のターン終了時|ダメージ|回復,9,,0,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/44
card_c1e90290,しにがみ,2,ユニット,共通,ゾンビ,True,2回攻撃,,6,basic_keyword_generic,0,LOW_NO_EFFECT_OR_BASIC,https://gameconductor.com/dqrivals/c/d/45
card_2924b5f1,じんめんじゅ,2,ユニット,共通,なし,True,自分のターン終了時このユニットのHPを1回復,自分のターン終了時|回復,3,,0,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/46
card_3fedcfee,サーベルきつね,2,ユニット,共通,なし,True,上下にいるユニットの攻撃力+1,,3,,0,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/47
card_671af643,オーク,2,ユニット,共通,なし,True,貫通,,4,basic_keyword_generic,0,LOW_NO_EFFECT_OR_BASIC,https://gameconductor.com/dqrivals/c/d/48
card_8085ed25,おばけキノコ,2,ユニット,共通,なし,True,死亡時：ランダムな敵1体を次のターン攻撃不能にする,死亡時|ランダム,2,,2,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/49
card_579c3018,フレイム,2,ユニット,共通,なし,True,前列にいる場合攻撃力+3,前列にいる場合,2,,0,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/50
card_7d555473,たけやりへい,2,ユニット,共通,なし,True,召喚時：このターン中ユニット1体の攻撃力+2,召喚時,1,,2,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/51
card_d00c0ca1,プークプック,2,ユニット,共通,なし,True,前後にいる味方ユニットの攻撃力+1,,3,,0,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/52
card_321ac34f,リップス,2,ユニット,共通,なし,True,敵リーダーにダメージを与えると敵リーダーのテンション-1,ダメージ,2,,0,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/53
card_3229f48c,おおきづち,2,ユニット,共通,なし,True,テンションリンク：このターン中攻撃力+2,テンションリンク,1,,2,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/54
card_f4f27478,ドロヌーバ,2,ユニット,共通,なし,True,ステルス,,0,basic_keyword_generic,0,LOW_NO_EFFECT_OR_BASIC,https://gameconductor.com/dqrivals/c/d/55
card_bb48dcae,おむつっこり,2,ユニット,共通,なし,True,召喚時：HPを2回復,召喚時|回復,2,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/56
card_73c78940,どくイモムシ,2,ユニット,共通,なし,True,死亡時：ランダムな敵ユニット1体を毒にする,死亡時|毒|ランダム,2,,2,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/57
card_8585fce5,ももんじゃ,2,ユニット,共通,なし,True,召喚時：敵ユニット１体につきHP+1,召喚時,7,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/58
card_993f78a7,ナスビナーラ,2,ユニット,共通,なし,True,召喚時：ユニット１体を縦1列の中央に移動させる,召喚時,2,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/59
card_7d611f88,ヘルコンドル,2,ユニット,共通,なし,True,ねらい撃ち,,0,basic_keyword_generic,0,LOW_NO_EFFECT_OR_BASIC,https://gameconductor.com/dqrivals/c/d/60
card_21ed9677,イエローシックル,2,ユニット,共通,なし,True,正面にいるユニットと戦闘をする場合このターン中攻撃力+2,,1,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/61
card_768acf21,よるのていおう,2,ユニット,共通,なし,True,テンションリンク：後列にいるランダムな敵ユニット1体を前列のランダムな空きマスに移動させる,テンションリンク|ランダム,9,,2,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/62
card_a7a355ee,マドハンド,3,ユニット,共通,ゾンビ,True,召喚時：このユニットの上下にマドハンドを出す,召喚時,4,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/63
card_cf9a2c0e,さまようたましい,3,ユニット,共通,なし,True,攻撃時：このターン中攻撃力+3,攻撃時,2,,2,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/64
card_42d3e59b,ミミック,3,ユニット,共通,なし,True,死亡時：相手はカードを引く,死亡時|カードを引く,10,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/65
card_5b3cd328,ゴーレム,3,ユニット,共通,なし,True,におうだち,,7,basic_keyword_generic,0,LOW_NO_EFFECT_OR_BASIC,https://gameconductor.com/dqrivals/c/d/66
card_1d7c1c73,ダッシュラン,3,ユニット,共通,ドラゴン,True,召喚時：前列にいるユニット1体を後列に移動させる,召喚時,3,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/67
card_7fae1780,あやしいかげ,3,ユニット,共通,なし,True,ステルス,,0,basic_keyword_generic,0,LOW_NO_EFFECT_OR_BASIC,https://gameconductor.com/dqrivals/c/d/68
card_ffdb7171,ホークマン,3,ユニット,共通,なし,True,ねらい撃ち,,0,basic_keyword_generic,0,LOW_NO_EFFECT_OR_BASIC,https://gameconductor.com/dqrivals/c/d/69
card_62320064,マポレーナ,3,ユニット,共通,なし,True,召喚時： 味方ユニット1体を+1/+1,召喚時,5,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/70
card_1deadf61,ミケまどう,3,ユニット,共通,なし,True,召喚時：後列にいるユニット1体に1ダメージ,召喚時|ダメージ,1,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/71
card_637fcf8d,ボーンナイト,3,ユニット,共通,ゾンビ,True,貫通,,0,basic_keyword_generic,0,LOW_NO_EFFECT_OR_BASIC,https://gameconductor.com/dqrivals/c/d/72
card_789e3a72,からくりだいみょう,3,ユニット,共通,なし,True,召喚時：味方ユニット1体をこのユニットの前後に移動させる,召喚時,1,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/73
card_7786b90f,フェアリードラゴン,3,ユニット,共通,ドラゴン,True,死亡時：味方リーダーのテンション+1,死亡時,3,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/74
card_caf3ccae,ふくまねき,3,ユニット,共通,なし,True,死亡時：カードを1枚引く,死亡時|カードを1枚引く,1,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/75
card_deb61fbf,グリゴンダンス,3,ユニット,共通,なし,True,テンションリンク：全てのユニットに1ダメージ,テンションリンク|ダメージ,2,,2,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/76
card_dd4e120b,サイレス,4,ユニット,共通,なし,True,召喚時：ユニット1体を封印する,召喚時|封印,2,,2,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/77
card_f35349de,グール,4,ユニット,共通,ゾンビ,True,ダメージを与えたユニットを毒にする,毒|ダメージ,4,,0,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/78
card_bbd9ea7b,きとうし,4,ユニット,共通,なし,True,特技ダメージ+1,ダメージ,1,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/79
card_1e6a7f8a,あらくれチャッピー,4,ユニット,共通,なし,True,召喚時：ユニット1体に2ダメージ,召喚時|ダメージ,2,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/80
card_f2cfa870,亡者のひとだま,4,ユニット,共通,なし,True,このユニットは効果の対象にならない,,2,,0,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/81
card_839263c1,ひくいどり,5,ユニット,共通,なし,True,貫通,,0,basic_keyword_generic,0,LOW_NO_EFFECT_OR_BASIC,https://gameconductor.com/dqrivals/c/d/82
card_864a0e6c,しにがみのきし,5,ユニット,共通,なし,True,召喚時：前列にいるユニット1体を後列に移動させる,召喚時,2,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/83
card_4392279e,トロル,5,ユニット,共通,なし,True,受けるダメージ2倍,ダメージ,4,,0,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/84
card_d90b9d85,かげのきし,5,ユニット,共通,ゾンビ,True,ステルス,,0,basic_keyword_generic,0,LOW_NO_EFFECT_OR_BASIC,https://gameconductor.com/dqrivals/c/d/85
card_34442b7d,ガメゴン,6,ユニット,共通,ドラゴン,True,におうだち,,9,basic_keyword_generic,0,LOW_NO_EFFECT_OR_BASIC,https://gameconductor.com/dqrivals/c/d/86
card_6e980110,ホロゴースト,6,ユニット,共通,なし,True,ステルス,,0,basic_keyword_generic,0,LOW_NO_EFFECT_OR_BASIC,https://gameconductor.com/dqrivals/c/d/87
card_8df130e3,ブラックルーン,7,ユニット,共通,なし,True,特技ダメージ+2,ダメージ,1,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/88
card_1fab9780,ねこまどう,1,ユニット,共通,なし,True,自分のターン終了時ランダムな敵1体に1ダメージ,自分のターン終了時|ダメージ|ランダム,1,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/89
card_bbedc445,リリパット,1,ユニット,共通,なし,True,後列から攻撃する場合敵ユニットから反撃を受けない。,,1,,0,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/90
card_71a4559c,プチアーノン,1,ユニット,共通,なし,True,攻撃時：攻撃力+1,攻撃時,2,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/91
card_205cdb83,あばれこまいぬ,1,ユニット,共通,なし,True,召喚時：カードを1枚捨てる,召喚時,1,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/92
card_f9b880a8,キメラ,2,ユニット,共通,なし,True,召喚時：ユニット1体の位置を前後に入れ替える,召喚時,8,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/93
card_2b331264,メーダ,2,ユニット,共通,なし,True,前列にいる場合両プレイヤーの特技カードのコスト+1,前列にいる場合|コスト,7,,2,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/94
card_5ec15c8d,コープスフライ,2,ユニット,共通,ゾンビ,True,前列にいる場合両プレイヤーのユニットカードのコスト+1,前列にいる場合|コスト,2,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/95
card_c45c254d,くしざしツインズ,2,ユニット,共通,なし,True,味方リーダーの武器の攻撃力+1,,2,,0,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/96
card_9e85ced2,トドマン,3,ユニット,共通,なし,True,このユニットに自分が特技を使う度攻撃力+1,特技を使う,4,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/97
card_75d17a3b,ガチャコッコ,3,ユニット,共通,なし,True,におうだち、召喚時：敵ユニット1体につき攻撃力＋1,召喚時,1,keyword,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/98
card_94168f26,はぐれメタル,3,ユニット,共通,スライム,True,速攻、メタルボディ,,2,keyword,0,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/99
card_0a0e15fb,スライムタワー,3,ユニット,共通,スライム,True,召喚時：カードを1枚捨てた後カードを1枚引く,召喚時|カードを1枚引く,1,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/100
card_03d5f244,ドラゴンキッズ,3,ユニット,共通,ドラゴン,True,召喚時：正面にいる全ての敵ユニットに1ダメージ,召喚時|ダメージ,4,,2,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/101
card_f337a875,アローインプ,3,ユニット,共通,なし,True,後列から攻撃する場合敵ユニットから反撃を受けない,,1,,0,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/102
card_48f96c44,メガザルロック,3,ユニット,共通,なし,True,死亡時：コスト2以下のランダムな味方ユニット1体を復活させる,死亡時|復活|コスト|ランダム,1,,4,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/103
card_052480b4,つららスライム,3,ユニット,共通,スライム,True,召喚時：1マス前にいるユニットの攻撃力-2,召喚時,1,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/104
card_f3e5436e,メタルハンター,3,ユニット,共通,なし,True,召喚時：メタルボディを持つユニット1体を死亡させる,召喚時,1,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/105
card_191bb601,どろにんぎょう,3,ユニット,共通,なし,True,召喚時：次の相手のターン相手のMPが1減る,召喚時,1,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/106
card_0f3ff099,ジャガーメイジ,3,ユニット,共通,なし,True,召喚時：敵ユニットが3体以上いる場合全ての敵ユニットに1ダメージ,召喚時|ダメージ,1,,2,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/107
card_90f17009,キャットバット,3,ユニット,共通,なし,True,召喚時：このユニットの前後にキャットバットを出す,召喚時,2,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/108
card_13db3095,コサックシープ,3,ユニット,共通,なし,True,召喚時：味方ユニット1体を手札に戻す,召喚時,1,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/109
card_390c2e74,じんめんガエル,3,ユニット,共通,なし,True,後列にいる場合攻撃力+5,後列にいる場合,1,,0,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/110
card_1acdd672,ドラキーマ,3,ユニット,共通,なし,True,召喚時：ユニット1体を次のターン攻撃不能にする,召喚時,1,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/111
card_1d7c86bb,クイーンスライム,3,ユニット,共通,スライム,True,このユニットを除くスライム系の味方ユニット全てを+1/+1,,6,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/112
card_efc24be5,ブルベリーノ,4,ユニット,共通,なし,True,召喚時：カードを1枚引く,召喚時|カードを1枚引く,1,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/113
card_f8b1a025,メッサーラ,4,ユニット,共通,なし,True,召喚時：縦1列にいる全ての敵ユニットに1ダメージ,召喚時|ダメージ,1,,2,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/114
card_43b1333a,オークキング,4,ユニット,共通,なし,True,貫通、召喚時：HPを2回復,召喚時|回復,1,keyword,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/115
card_f8c88241,シルバーデビル,4,ユニット,共通,なし,True,ねらい撃ち、2回攻撃,,2,basic_keyword_generic,0,LOW_NO_EFFECT_OR_BASIC,https://gameconductor.com/dqrivals/c/d/116
card_9a92bd30,メタルライダー,4,ユニット,共通,スライム,True,死亡時：メタルボディ1/2メタルスライムをこのマスに出す,死亡時,1,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/117
card_dd118670,コングヘッド,4,ユニット,共通,なし,True,前後にいる味方ユニットの攻撃力+2,,1,,0,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/118
card_12edc6c3,バリクナジャ,4,ユニット,共通,なし,True,このユニットの攻撃で敵ユニットを倒す度味方リーダーのテンション+1,,1,,0,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/119
card_c0e5dcc1,うごくせきぞう,5,ユニット,共通,なし,True,正面に敵ユニットが1体もいない場合攻撃できない,,2,,0,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/120
card_6b11ada1,エリミネーター,5,ユニット,共通,なし,True,前列にいる場合他の味方ユニットが死亡する度カードを1枚引く。,前列にいる場合|カードを1枚引く,1,,0,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/121
card_f929b37f,マミー,5,ユニット,共通,ゾンビ,True,召喚時：敵1体を次のターン攻撃不能にする,召喚時,2,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/122
card_3410ad27,ゴールドオーク,5,ユニット,共通,なし,True,召喚時：味方リーダーのテンションの2倍分味方リーダーのHPを回復,召喚時|回復,1,,1,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/123
card_93e4c47b,バトルレックス,5,ユニット,共通,ドラゴン,True,攻撃時：このターン中味方リーダーの武器の攻撃力+2,攻撃時,2,,2,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/124
card_d7429ebd,けがれの渦,5,ユニット,共通,なし,True,におうだち、死亡時：全てのユニットを毒にする,死亡時|毒,1,keyword,2,MEDIUM_IMPLEMENTED_NAME_PRESENT,https://gameconductor.com/dqrivals/c/d/125
